Avg,Left before being seen,FIPS,Facility ID,State,County Name,FIPS_code,PCTPOVALL_2020
214,2,13245,110034,GA,RICHMOND,13245,25.5
160,2,5071,40002,AR,JOHNSON,5071,17.3
149,1,54019,511317,WV,FAYETTE,54019,20.8
102,0,33015,300029,NH,ROCKINGHAM,33015,4.6
,,21019,180036,KY,BOYD,21019,15.8
,,72127,400133,PR,SAN JUAN,,
,,29187,261315,MO,ST. FRANCOIS,29187,16.2
127,1,45019,420079,SC,CHARLESTON,45019,11.9
128,,5021,41330,AR,CLAY,5021,18.1
148,3,41011,380090,OR,COOS,41011,15.4
177,2,53061,500060,WA,SNOHOMISH,53061,7.1
,,38097,351329,ND,TRAILL,38097,7
,,50027,471306,VT,WINDSOR,50027,8.6
116,0,12111,100260,FL,ST. LUCIE,12111,13.8
161,1,13015,110030,GA,BARTOW,13015,10.2
106,1,5007,40001,AR,BENTON,5007,9.1
118,,48239,451363,TX,JACKSON,48239,12.7
,,39023,360355,OH,CLARK,39023,14.3
126,,18139,151304,IN,RUSH,18139,9.7
130,1,48213,450389,TX,HENDERSON,48213,14.2
149,0,17063,140101,IL,GRUNDY,17063,5.9
209,2,1069,10055,AL,HOUSTON,1069,14.8
145,2,29065,261318,MO,DENT,29065,15.1
180,1,12033,100025,FL,ESCAMBIA,12033,13.5
81,0,30099,271307,MT,TETON,30099,12.4
114,1,48201,450775,TX,HARRIS,48201,15.9
144,1,48021,670143,TX,BASTROP,48021,10.8
,,25025,220088,MA,SUFFOLK,25025,16.5
279,4,45041,420051,SC,FLORENCE,45041,17.1
139,,2280,21305,AK,WRANGELL CITY AND BOROUGH,,
182,1,39157,360010,OH,TUSCARAWAS,39157,11.6
,,,400005,PR,HUMACAO,,
122,1,30067,271317,MT,PARK,30067,10.9
155,1,26139,230072,MI,OTTAWA,26139,6.7
,,26163,233300,MI,WAYNE,26163,20
,,28021,251320,MS,CLAIBORNE,28021,34.1
144,1,39003,360009,OH,ALLEN,39003,12.9
193,5,12103,100067,FL,PINELLAS,12103,11.1
,,48113,453314,TX,DALLAS,48113,13.7
124,0,8115,61310,CO,SEDGWICK,8115,13.2
199,4,54061,510001,WV,MONONGALIA,54061,15.2
134,2,12017,100249,FL,CITRUS,12017,12.6
169,1,27131,240071,MN,RICE,27131,8.4
122,1,51775,490048,VA,SALEM CITY,51775,9
96,0,27079,241375,MN,LE SUEUR,27079,6.7
206,1,39035,360230,OH,CUYAHOGA,39035,15.3
159,1,39017,360132,OH,BUTLER,39017,10.1
121,1,,190145,LA,LASALLE,,
216,5,37065,340107,NC,EDGECOMBE,37065,24.1
192,1,42049,390009,PA,ERIE,42049,13.4
100,2,48041,450834,TX,BRAZOS,48041,22.3
204,2,27137,240002,MN,ST. LOUIS,27137,10.1
184,3,28075,250104,MS,LAUDERDALE,28075,22.5
157,1,26123,231338,MI,NEWAYGO,26123,12.3
141,1,42039,390113,PA,CRAWFORD,42039,12.7
193,2,47163,440012,TN,SULLIVAN,47163,13.6
127,1,12103,100055,FL,PINELLAS,12103,11.1
141,2,28011,250093,MS,BOLIVAR,28011,28.1
135,0,42121,390091,PA,VENANGO,42121,14
164,2,45059,420038,SC,LAURENS,45059,18.4
140,0,55009,520075,WI,BROWN,55009,8.5
216,3,36063,330065,NY,NIAGARA,36063,11.7
138,0,48085,450885,TX,COLLIN,48085,6.2
205,1,6037,50063,CA,LOS ANGELES,6037,13.2
144,0,36069,330058,NY,ONTARIO,36069,8.8
93,0,27033,241302,MN,COTTONWOOD,27033,11.2
82,1,31061,281311,NE,FRANKLIN,31061,10.4
142,4,37091,340099,NC,HERTFORD,37091,20.7
75,0,20007,171334,KS,BARBER,20007,12
214,2,47149,440053,TN,RUTHERFORD,47149,8.8
195,0,36059,330332,NY,NASSAU,36059,5.7
211,1,51760,490032,VA,RICHMOND CITY,51760,17.9
148,1,9013,70012,CT,TOLLAND,9013,6.9
164,1,48141,670047,TX,EL PASO,48141,17.6
,,19161,161370,IA,SAC,19161,10.5
133,1,22109,190183,LA,TERREBONNE,22109,15.7
159,3,37125,340115,NC,MOORE,37125,9.3
131,2,1115,10130,AL,ST. CLAIR,1115,10.5
114,0,5041,41326,AR,DESHA,5041,22.8
,,6059,53308,CA,ORANGE,6059,9
155,3,29207,260160,MO,STODDARD,29207,16.8
203,4,25011,220016,MA,FRANKLIN,25011,10.7
,,9009,70039,CT,NEW HAVEN,9009,11.2
183,0,6037,50116,CA,LOS ANGELES,6037,13.2
137,1,13137,110041,GA,HABERSHAM,13137,13.7
,,35045,320059,NM,SAN JUAN,35045,21.5
227,1,4013,30093,AZ,MARICOPA,4013,11.6
131,,30097,271313,MT,SWEET GRASS,30097,9.3
214,0,18057,150153,IN,HAMILTON,18057,4.2
111,1,12113,100124,FL,SANTA ROSA,12113,9.4
180,1,17089,140174,IL,KANE,17089,7.3
,,6073,53303,CA,SAN DIEGO,6073,9.5
112,1,48429,450498,TX,STEPHENS,48429,15.6
182,2,6007,50039,CA,BUTTE,6007,17.3
170,2,25009,220029,MA,ESSEX,25009,9
180,3,37093,340188,NC,HOKE,37093,15
,,22105,190303,LA,TANGIPAHOA,22105,20.1
157,,19021,161375,IA,BUENA VISTA,19021,9.1
173,2,37119,340166,NC,MECKLENBURG,37119,11
168,,13281,111324,GA,TOWNS,13281,13.2
,,20161,170190,KS,RILEY,20161,19.2
223,1,26125,230269,MI,OAKLAND,26125,7.8
242,4,4013,30115,AZ,MARICOPA,4013,11.6
99,0,27083,241303,MN,LYON,27083,8.8
124,0,17073,141319,IL,HENRY,17073,9.6
199,1,12097,100302,FL,OSCEOLA,12097,11.8
,,17051,141346,IL,FAYETTE,17051,14.7
108,,45001,421301,SC,ABBEVILLE,45001,15.3
124,1,53009,501325,WA,CLALLAM,53009,13.3
107,1,22039,190025,LA,EVANGELINE,22039,24.5
122,1,19113,160079,IA,LINN,19113,8.1
54,0,15007,121306,HI,KAUAI,15007,9.9
85,,20135,171336,KS,NESS,20135,9.6
88,1,48141,670124,TX,EL PASO,48141,17.6
118,1,29091,261335,MO,HOWELL,29091,18.4
98,,49039,461306,UT,SANPETE,49039,14.1
118,1,36089,330223,NY,ST. LAWRENCE,36089,14.7
,,50027,471302,VT,WINDSOR,50027,8.6
184,1,18097,150024,IN,MARION,18097,14.4
,,69110,660001,MP,SAIPAN,,
,,42133,390327,PA,YORK,42133,7.1
201,4,47001,440034,TN,ANDERSON,47001,13.3
111,1,21157,181327,KY,MARSHALL,21157,10.3
115,0,42095,390162,PA,NORTHAMPTON,42095,7.6
190,2,38015,350002,ND,BURLEIGH,38015,8.6
85,0,17125,141313,IL,MASON,17125,13.4
,,31015,281303,NE,BOYD,31015,12.9
,,19191,161371,IA,WINNESHIEK,19191,9.2
138,0,55117,520044,WI,SHEBOYGAN,55117,7.6
,,72127,400098,PR,SAN JUAN,,
184,2,47093,440120,TN,KNOX,47093,10.9
111,0,51173,490038,VA,SMYTH,51173,15.2
182,,27071,241322,MN,KOOCHICHING,27071,11.6
,,48483,451334,TX,WHEELER,48483,13.5
159,2,6055,50009,CA,NAPA,6055,7.9
134,1,48439,450675,TX,TARRANT,48439,10.5
,,6099,50726,CA,STANISLAUS,6099,13
213,1,8031,60064,CO,DENVER,8031,12.4
,,39035,363302,OH,CUYAHOGA,39035,15.3
,,47149,440231,TN,RUTHERFORD,47149,8.8
101,1,22115,190164,LA,VERNON,22115,16.1
183,2,6071,50517,CA,SAN BERNARDINO,6071,14.3
156,2,21203,180115,KY,ROCKCASTLE,21203,22.4
183,2,6041,50360,CA,MARIN,6041,6
196,1,51550,490120,VA,CHESAPEAKE CITY,51550,7.6
100,1,30013,270086,MT,CASCADE,30013,13.5
79,0,17025,141351,IL,CLAY,17025,13.3
168,0,27171,240076,MN,WRIGHT,27171,4.6
241,4,48439,450039,TX,TARRANT,48439,10.5
130,0,9015,70021,CT,WINDHAM,9015,10.4
80,,28109,251333,MS,PEARL RIVER,28109,15.8
108,0,40153,370002,OK,WOODWARD,40153,13.3
87,0,40035,370237,OK,CRAIG,40035,17.5
,,6037,50782,CA,LOS ANGELES,6037,13.2
198,1,42071,390100,PA,LANCASTER,42071,7.7
162,2,48451,450571,TX,TOM GREEN,48451,12
127,,19079,161361,IA,HAMILTON,19079,8.1
95,0,48195,451344,TX,HANSFORD,48195,10.7
182,2,37077,340127,NC,GRANVILLE,37077,15
213,2,26163,230002,MI,WAYNE,26163,20
209,5,6023,50006,CA,HUMBOLDT,6023,15.8
,,48201,450774,TX,HARRIS,48201,15.9
118,0,54065,511309,WV,MORGAN,54065,11
130,0,48121,450669,TX,DENTON,48121,6.9
147,0,34013,310009,NJ,ESSEX,34013,14.3
,,17085,141302,IL,JO DAVIESS,17085,9.1
128,0,46053,431338,SD,GREGORY,46053,15.1
113,,16009,131317,ID,BENEWAH,16009,12.5
148,1,,60104,CO,BROOMFIELD,,
120,,32033,291302,NV,WHITE PINE,32033,12.3
,,72127,400001,PR,SAN JUAN,,
104,2,22099,191302,LA,ST. MARTIN,22099,17
212,1,9003,70036,CT,HARTFORD,9003,10.7
,,48339,670267,TX,MONTGOMERY,48339,8.2
126,1,6037,50481,CA,LOS ANGELES,6037,13.2
95,1,47017,440016,TN,CARROLL,47017,16.7
320,5,51540,490009,VA,CHARLOTTESVILLE CITY,51540,15.8
,,20173,170196,KS,SEDGWICK,20173,13.4
162,2,5069,40071,AR,JEFFERSON,5069,18.9
144,2,39079,361320,OH,JACKSON,39079,15.9
86,,20013,171341,KS,BROWN,20013,13
164,3,36013,330229,NY,CHAUTAUQUA,36013,14.8
195,1,6037,50169,CA,LOS ANGELES,6037,13.2
209,0,42013,390073,PA,BLAIR,42013,11.6
132,0,55139,520198,WI,WINNEBAGO,55139,8.7
147,3,21115,180078,KY,JOHNSON,21115,22.5
,,18089,150166,IN,LAKE,18089,15.8
112,0,20191,171329,KS,SUMNER,20191,11.3
,,46055,431319,SD,HAAKON,46055,11.7
204,3,48139,450372,TX,ELLIS,48139,7.9
266,2,24021,210005,MD,FREDERICK,24021,6.2
119,1,20103,170009,KS,LEAVENWORTH,20103,8.5
,,18141,150029,IN,ST. JOSEPH,18141,12.7
120,0,51087,490118,VA,HENRICO,51087,8.3
148,,20023,171310,KS,CHEYENNE,20023,11.8
156,2,22017,190041,LA,CADDO,22017,20.9
92,,22035,190208,LA,EAST CARROLL,22035,37.6
110,,22003,190133,LA,ALLEN,22003,21.1
154,0,15003,120026,HI,HONOLULU,15003,8
174,1,39055,360192,OH,GEAUGA,39055,6.2
110,0,1111,11306,AL,RANDOLPH,1111,17.5
78,,30055,271305,MT,MCCONE,30055,14.5
95,1,13251,111312,GA,SCREVEN,13251,20.7
163,1,53033,501335,WA,KING,53033,7.6
113,1,4013,30036,AZ,MARICOPA,4013,11.6
154,2,45067,420055,SC,MARION,45067,21.8
162,4,28059,250040,MS,JACKSON,28059,13.4
165,2,6077,50336,CA,SAN JOAQUIN,6077,13.9
155,,56001,530025,WY,ALBANY,56001,15.3
178,1,39165,360076,OH,WARREN,39165,5.2
162,2,17121,140034,IL,MARION,17121,14.2
134,2,12105,100099,FL,POLK,12105,14.4
154,2,47037,440197,TN,DAVIDSON,47037,12.8
339,3,36067,330140,NY,ONONDAGA,36067,12.8
138,1,55101,520096,WI,RACINE,55101,9.4
172,1,41071,380071,OR,YAMHILL,41071,8.7
112,1,27103,241334,MN,NICOLLET,27103,7.2
152,0,32003,290046,NV,CLARK,32003,13.2
276,2,6037,50625,CA,LOS ANGELES,6037,13.2
,0,19061,161378,IA,DUBUQUE,19061,8.9
154,,8031,60028,CO,DENVER,8031,12.4
120,0,26069,230100,MI,IOSCO,26069,13.8
202,2,6073,50128,CA,SAN DIEGO,6073,9.5
90,1,28079,251315,MS,LEAKE,28079,21
171,1,48439,450563,TX,TARRANT,48439,10.5
213,2,6037,50149,CA,LOS ANGELES,6037,13.2
102,,16039,131311,ID,ELMORE,16039,11.7
127,2,40039,370029,OK,CUSTER,40039,12.8
175,2,21127,180128,KY,LAWRENCE,21127,22.3
120,2,30041,270032,MT,HILL,30041,18.9
143,2,37057,340096,NC,DAVIDSON,37057,12
58,,36111,331310,NY,ULSTER,36111,12.7
158,1,26043,230055,MI,DICKINSON,26043,9.7
198,7,37051,340028,NC,CUMBERLAND,37051,18.5
112,2,13105,111337,GA,ELBERT,13105,23.8
,,48041,670259,TX,BRAZOS,48041,22.3
104,0,42115,391306,PA,SUSQUEHANNA,42115,11.6
124,0,39059,360203,OH,GUERNSEY,39059,13.5
136,1,6037,50761,CA,LOS ANGELES,6037,13.2
154,1,49053,460021,UT,WASHINGTON,49053,6.9
135,1,48053,451365,TX,BURNET,48053,9.5
117,,29199,261310,MO,SCOTLAND,29199,14.3
,,48285,451376,TX,LAVACA,48285,10.6
,1,22117,191313,LA,WASHINGTON,22117,22.5
154,1,6037,50103,CA,LOS ANGELES,6037,13.2
131,0,12081,100299,FL,MANATEE,12081,10.9
98,0,42083,390104,PA,MC KEAN,42083,13.9
264,3,17143,140067,IL,PEORIA,17143,14.2
130,1,39095,360262,OH,LUCAS,39095,17.5
131,0,27153,241329,MN,TODD,27153,12.2
201,1,26039,230058,MI,CRAWFORD,26039,13.6
152,1,51057,490084,VA,ESSEX,51057,12.3
196,2,27053,240057,MN,HENNEPIN,27053,9.3
152,,54005,511313,WV,BOONE,54005,17.8
159,2,26017,230041,MI,BAY,26017,12.7
118,0,33017,300014,NH,STRAFFORD,33017,8.2
139,3,48183,450032,TX,GREGG,48183,18.1
79,0,40087,370158,OK,MCCLAIN,40087,10.4
196,5,29095,260216,MO,JACKSON,29095,12.4
126,0,56031,531305,WY,PLATTE,56031,9.9
167,2,12005,100026,FL,BAY,12005,12.4
157,2,41059,381319,OR,UMATILLA,41059,11.7
148,1,39037,360044,OH,DARKE,39037,10.2
74,,20167,171350,KS,RUSSELL,20167,12.9
157,0,36119,330267,NY,WESTCHESTER,36119,7.6
107,0,30047,271343,MT,LAKE,30047,18.3
194,2,42089,390201,PA,MONROE,42089,10.5
94,,,161381,IA,OBRIEN,,
254,1,12086,100022,FL,MIAMI-DADE,12086,15
171,1,16083,130002,ID,TWIN FALLS,16083,11.1
143,1,39153,360150,OH,SUMMIT,39153,12.1
105,0,55043,521354,WI,GRANT,55043,12
164,0,17043,140231,IL,DU PAGE,17043,5.9
140,1,12011,100228,FL,BROWARD,12011,11
229,3,41051,380017,OR,MULTNOMAH,41051,11.2
124,0,31145,281363,NE,RED WILLOW,31145,9.5
158,1,12105,100157,FL,POLK,12105,14.4
124,1,45019,420104,SC,CHARLESTON,45019,11.9
122,2,22083,191323,LA,RICHLAND,22083,22.5
149,,6081,50289,CA,SAN MATEO,6081,5.5
134,1,6075,50008,CA,SAN FRANCISCO,6075,10
126,2,48349,450447,TX,NAVARRO,48349,14.8
,,48389,451377,TX,REEVES,48389,19
179,2,12103,100127,FL,PINELLAS,12103,11.1
172,0,55141,520037,WI,WOOD,55141,9.4
97,0,39093,361306,OH,LORAIN,39093,11.9
90,,20089,171309,KS,JEWELL,20089,13
148,2,47025,440057,TN,CLAIBORNE,47025,18.9
167,0,54061,510024,WV,MONONGALIA,54061,15.2
179,1,6087,50242,CA,SANTA CRUZ,6087,10.7
200,2,47037,440082,TN,DAVIDSON,47037,12.8
174,1,12061,100217,FL,INDIAN RIVER,12061,8.7
,,37067,340148,NC,FORSYTH,37067,13
224,6,37151,340123,NC,RANDOLPH,37151,14.2
81,,22007,191303,LA,ASSUMPTION,22007,15.8
,,72125,400126,PR,SAN GERMAN,,
100,,,241301,MN,LAKE OF  WOODS,,
,,46039,431307,SD,DEUEL,46039,9.5
116,0,20111,171384,KS,LYON,20111,12.6
170,3,18089,150165,IN,LAKE,18089,15.8
132,0,49047,460030,UT,UINTAH,49047,10.8
158,1,45045,420103,SC,GREENVILLE,45045,12.1
,,20091,173300,KS,JOHNSON,20091,4.6
160,4,6023,51318,CA,HUMBOLDT,6023,15.8
98,3,28159,250027,MS,WINSTON,28159,21.8
124,1,12073,100254,FL,LEON,12073,17.6
190,2,37025,340001,NC,CABARRUS,37025,8
112,2,1099,10120,AL,MONROE,1099,22.5
,,40123,370180,OK,PONTOTOC,40123,14.4
177,1,32003,290022,NV,CLARK,32003,13.2
115,1,1053,10169,AL,ESCAMBIA,1053,20.4
,,48077,451362,TX,CLAY,48077,11.1
188,0,47011,440185,TN,BRADLEY,47011,13.8
204,2,36113,330191,NY,WARREN,36113,8.9
168,1,53033,500124,WA,KING,53033,7.6
198,,8013,60116,CO,BOULDER,8013,9.5
70,,20007,171331,KS,BARBER,20007,12
150,1,40109,370028,OK,OKLAHOMA,40109,15.2
318,4,35001,320021,NM,BERNALILLO,35001,15.3
74,,45037,421304,SC,EDGEFIELD,45037,16.8
161,2,53053,500079,WA,PIERCE,53053,8.7
131,0,27145,241330,MN,STEARNS,27145,10.6
138,2,48005,450484,TX,ANGELINA,48005,17
157,1,12071,100107,FL,LEE,12071,10.5
121,1,17103,140012,IL,LEE,17103,10.6
125,1,31109,280003,NE,LANCASTER,31109,9.4
136,3,5041,41308,AR,DESHA,5041,22.8
,,36093,330406,NY,SCHENECTADY,36093,10.9
,,22105,190314,LA,TANGIPAHOA,22105,20.1
127,2,20129,170166,KS,MORTON,20129,12.1
128,0,8063,61313,CO,KIT CARSON,8063,10.8
187,4,29189,260180,MO,ST. LOUIS,29189,9.1
136,0,6019,50192,CA,FRESNO,6019,17.1
100,0,31131,281309,NE,OTOE,31131,8.4
154,1,56005,530002,WY,CAMPBELL,56005,7.3
177,,22071,190313,LA,ORLEANS,22071,21.1
224,,6071,50778,CA,SAN BERNARDINO,6071,14.3
102,2,48493,450108,TX,WILSON,48493,9.4
180,0,48029,670055,TX,BEXAR,48029,15
150,1,53065,501309,WA,STEVENS,53065,15
153,,41063,381306,OR,WALLOWA,41063,11.6
128,0,5141,41313,AR,VAN BUREN,5141,16.4
107,,19065,161316,IA,FAYETTE,19065,11.8
195,15,48085,450890,TX,COLLIN,48085,6.2
166,2,29095,260102,MO,JACKSON,29095,12.4
122,1,53061,500084,WA,SNOHOMISH,53061,7.1
,,48079,451366,TX,COCHRAN,48079,19.2
202,1,56007,531316,WY,CARBON,56007,10.4
127,0,22119,190144,LA,WEBSTER,22119,19.7
105,2,40143,370041,OK,TULSA,40143,12.8
212,4,1081,10029,AL,LEE,1081,17.9
112,0,12103,100126,FL,PINELLAS,12103,11.1
95,1,48097,450090,TX,COOKE,48097,11.3
134,0,27153,241326,MN,TODD,27153,12.2
166,1,29051,260011,MO,COLE,29051,9.3
141,,55105,521319,WI,ROCK,55105,9.3
,,40109,370225,OK,OKLAHOMA,40109,15.2
178,2,21173,180064,KY,MONTGOMERY,21173,15.7
148,1,48231,450352,TX,HUNT,48231,12.6
192,2,21111,180040,KY,JEFFERSON,21111,11.4
,,22109,190241,LA,TERREBONNE,22109,15.7
80,,21041,181310,KY,CARROLL,21041,16.2
103,1,5001,40072,AR,ARKANSAS,5001,17.2
,,5119,40074,AR,PULASKI,5119,15.3
159,1,26025,230217,MI,CALHOUN,26025,15.1
192,0,4013,30022,AZ,MARICOPA,4013,11.6
,,29095,263302,MO,JACKSON,29095,12.4
143,2,37117,340133,NC,MARTIN,37117,20.1
173,,55019,521323,WI,CLARK,55019,13.1
130,4,1061,10062,AL,GENEVA,1061,21
136,0,12053,100264,FL,HERNANDO,12053,12.5
176,,20189,171335,KS,STEVENS,20189,9.7
192,4,51710,490007,VA,NORFOLK CITY,51710,17.6
186,2,40123,370020,OK,PONTOTOC,40123,14.4
134,1,48171,450604,TX,GILLESPIE,48171,9.2
175,4,36119,330006,NY,WESTCHESTER,36119,7.6
164,1,35005,320006,NM,CHAVES,35005,19.2
215,2,48453,450124,TX,TRAVIS,48453,10.2
112,3,56013,530008,WY,FREMONT,56013,15
202,3,37191,340010,NC,WAYNE,37191,14.9
,,,190251,LA,E. BATON ROUGE,,
133,,23029,201305,ME,WASHINGTON,23029,12
,,31185,281336,NE,YORK,31185,9.3
145,3,48485,450827,TX,WICHITA,48485,16
140,3,26105,230110,MI,MASON,26105,12.3
205,,6095,50367,CA,SOLANO,6095,9.3
196,0,51840,490005,VA,WINCHESTER CITY,51840,13.2
168,3,17031,140082,IL,COOK,17031,12.9
203,6,12105,100052,FL,POLK,12105,14.4
212,1,37183,340173,NC,WAKE,37183,7.4
,,21213,181318,KY,SIMPSON,21213,12
170,,21067,180067,KY,FAYETTE,21067,14.6
145,2,45051,420049,SC,HORRY,45051,12.8
154,0,,190128,LA,E. BATON ROUGE,,
244,2,36007,330394,NY,BROOME,36007,18.4
148,1,21085,180070,KY,GRAYSON,21085,20.5
169,,39001,361326,OH,ADAMS,39001,20.6
159,2,47165,440003,TN,SUMNER,47165,9.6
174,1,39099,360064,OH,MAHONING,39099,15.8
140,1,18075,151320,IN,JAY,18075,13.9
212,4,47155,440081,TN,SEVIER,47155,13.8
165,2,26163,230273,MI,WAYNE,26163,20
265,6,12001,100113,FL,ALACHUA,12001,17.2
,1,17099,141310,IL,LA SALLE,17099,11.4
149,1,47149,440227,TN,RUTHERFORD,47149,8.8
146,1,47099,440175,TN,LAWRENCE,47099,15.2
120,,20003,171316,KS,ANDERSON,20003,12.7
134,,55095,521337,WI,POLK,55095,8.9
188,1,18097,150056,IN,MARION,18097,14.4
254,2,12086,100125,FL,MIAMI-DADE,12086,15
172,1,42003,390032,PA,ALLEGHENY,42003,10.5
,,42029,390220,PA,CHESTER,42029,5.2
,,47037,440218,TN,DAVIDSON,47037,12.8
167,3,5045,40029,AR,FAULKNER,5045,12
101,0,31067,281364,NE,GAGE,31067,8.5
143,0,18167,150046,IN,VIGO,18167,20.7
138,0,6083,51331,CA,SANTA BARBARA,6083,10.5
174,1,6111,50236,CA,VENTURA,6111,9.1
102,3,1011,10110,AL,BULLOCK,1011,30.8
125,1,31053,280077,NE,DODGE,31053,9.7
113,,26097,231306,MI,MACKINAC,26097,12.5
134,2,28109,250117,MS,PEARL RIVER,28109,15.8
164,1,48157,450820,TX,FORT BEND,48157,7.4
166,,35059,321304,NM,UNION,35059,19
119,0,27145,241368,MN,STEARNS,27145,10.6
,,31055,283300,NE,DOUGLAS,31055,9.8
155,1,51027,490127,VA,BUCHANAN,51027,23.7
,,2280,21304,AK,PETERSBURG BOROUGH,,
210,4,37165,340008,NC,SCOTLAND,37165,29.7
127,,18173,150149,IN,WARRICK,18173,6.4
112,1,1033,10157,AL,COLBERT,1033,14.4
169,2,42021,390110,PA,CAMBRIA,42021,12.5
202,5,6065,50573,CA,RIVERSIDE,6065,11.2
,,13071,110209,GA,COLQUITT,13071,20.4
86,0,26149,230096,MI,ST. JOSEPH,26149,13
152,1,12009,100092,FL,BREVARD,12009,9.9
208,2,22079,190019,LA,RAPIDES,22079,18.7
159,0,27085,241355,MN,MC LEOD,27085,5.8
178,0,34003,310130,NJ,BERGEN,34003,6.4
110,1,27043,241369,MN,FARIBAULT,27043,10.3
226,3,6025,50045,CA,IMPERIAL,6025,18.1
205,2,23019,200001,ME,PENOBSCOT,23019,12.1
121,0,26053,231333,MI,GOGEBIC,26053,12.5
125,,17121,141345,IL,MARION,17121,14.2
142,1,12127,100072,FL,VOLUSIA,12127,11.6
128,1,39057,360026,OH,GREENE,39057,9
235,2,26055,230097,MI,GRAND TRAVERSE,26055,8.7
115,1,26151,231330,MI,SANILAC,26151,15.3
204,1,41067,380004,OR,WASHINGTON,41067,7.5
185,1,36011,330235,NY,CAYUGA,36011,11.7
160,2,48121,450730,TX,DENTON,48121,6.9
110,0,20057,170175,KS,FORD,20057,10.3
110,1,40109,370234,OK,OKLAHOMA,40109,15.2
147,1,36089,330197,NY,ST. LAWRENCE,36089,14.7
94,1,47015,440200,TN,CANNON,47015,13.3
101,0,20149,171354,KS,POTTAWATOMIE,20149,6.9
195,2,6037,50393,CA,LOS ANGELES,6037,13.2
131,2,12091,100054,FL,OKALOOSA,12091,9.6
146,3,18127,150035,IN,PORTER,18127,8.6
144,0,27117,241374,MN,PIPESTONE,27117,9.2
288,3,36027,330023,NY,DUTCHESS,36027,8.3
105,,27093,241366,MN,MEEKER,27093,6.2
64,,40059,371324,OK,HARPER,40059,10.5
,,48165,451358,TX,GAINES,48165,11.1
121,0,29186,261330,MO,STE. GENEVIEVE,29186,9
171,1,17091,140186,IL,KANKAKEE,17091,13.6
111,,35013,320091,NM,DONA ANA,35013,20.5
173,3,45057,420036,SC,LANCASTER,45057,11.4
318,3,13121,110078,GA,FULTON,13121,13
205,0,34003,310045,NJ,BERGEN,34003,6.4
108,0,56039,530015,WY,TETON,56039,5.2
,,22103,190256,LA,ST. TAMMANY,22103,10
204,1,6059,50224,CA,ORANGE,6059,9
125,0,8077,60054,CO,MESA,8077,11.1
172,4,39017,360056,OH,BUTLER,39017,10.1
124,1,39035,360087,OH,CUYAHOGA,39035,15.3
156,1,16001,130006,ID,ADA,16001,7.7
,,18097,150179,IN,MARION,18097,14.4
193,2,6065,50390,CA,RIVERSIDE,6065,11.2
,,4013,30108,AZ,MARICOPA,4013,11.6
138,1,12011,100224,FL,BROWARD,12011,11
,,20091,170188,KS,JOHNSON,20091,4.6
189,1,13009,110150,GA,BALDWIN,13009,22.6
92,0,31055,280129,NE,DOUGLAS,31055,9.8
149,0,55063,520087,WI,LA CROSSE,55063,10
170,,53027,501304,WA,GRAYS HARBOR,53027,15.1
,,23019,201307,ME,PENOBSCOT,23019,12.1
100,0,32021,291300,NV,MINERAL,32021,15.4
124,1,6097,50090,CA,SONOMA,6097,7.8
116,1,47133,440187,TN,OVERTON,47133,16.3
79,1,48293,450400,TX,LIMESTONE,48293,16.8
,,48157,450860,TX,FORT BEND,48157,7.4
124,,42063,390173,PA,INDIANA,42063,13.4
136,0,6055,50013,CA,NAPA,6055,7.9
97,1,5149,40011,AR,YELL,5149,14.3
172,2,26145,230070,MI,SAGINAW,26145,15.9
,,42101,390025,PA,PHILADELPHIA,42101,19.4
138,2,6037,50735,CA,LOS ANGELES,6037,13.2
223,1,12086,100296,FL,MIAMI-DADE,12086,15
,,72127,400124,PR,SAN JUAN,,
223,2,4017,30062,AZ,NAVAJO,4017,23.3
168,3,5051,40078,AR,GARLAND,5051,15.7
166,2,21035,180027,KY,CALLOWAY,21035,15.6
109,1,27097,241370,MN,MORRISON,27097,9.8
237,4,47093,440125,TN,KNOX,47093,10.9
145,1,21133,180002,KY,LETCHER,21133,24.4
221,4,37157,340060,NC,ROCKINGHAM,37157,13.8
69,,48051,451305,TX,BURLESON,48051,13.1
244,5,45007,420027,SC,ANDERSON,45007,14
210,1,,90003,DC,THE DISTRICT,,
147,0,13051,110036,GA,CHATHAM,13051,15.6
60,0,20033,171312,KS,COMANCHE,20033,11.2
148,1,42003,390037,PA,ALLEGHENY,42003,10.5
105,1,47053,440060,TN,GIBSON,47053,13.4
120,1,6005,50014,CA,AMADOR,6005,10.3
,,20173,170186,KS,SEDGWICK,20173,13.4
162,0,6099,50464,CA,STANISLAUS,6099,13
138,1,27095,240141,MN,MILLE LACS,27095,9.2
143,1,13215,110200,GA,MUSCOGEE,13215,21.1
191,2,47037,440111,TN,DAVIDSON,47037,12.8
174,3,1001,10108,AL,AUTAUGA,1001,11.2
188,1,39035,360123,OH,CUYAHOGA,39035,15.3
122,1,20015,170197,KS,BUTLER,20015,8.7
180,2,25013,220030,MA,HAMPDEN,25013,14.3
168,1,30049,270003,MT,LEWIS AND CLARK,30049,10.2
111,,19011,161349,IA,BENTON,19011,7.5
152,1,47037,440161,TN,DAVIDSON,47037,12.8
168,,2122,21313,AK,KENAI PENINSULA,2122,10.6
170,1,22079,190026,LA,RAPIDES,22079,18.7
124,3,32019,291314,NV,LYON,32019,10.1
179,1,55079,520139,WI,MILWAUKEE,55079,19
